id,initial_invt,monthly_invt,x_1,x_2,x_3,x_4,x_5,x_6,x_7,w_1,w_2,w_3,w_4,w_5,w_6,w_7,PC Date
702,19300,5140,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IGM,,,,0.456980768,0.161550005,0.224787019,0.156682207,,,,15/1/2009
703,4100,1120,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:PTH,,,,,0.519001521,0.30762247,0.173376009,,,,,22/4/2009
704,9000,620,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:VOT,,,,,0.319232331,0.444055553,0.236712116,,,,,18/6/2009
705,2400,130,NYSEARCA:IEZ,NYSEARCA:PXJ,NYSEARCA:JKH,,,,,0.614749767,0.028262929,0.356987305,,,,,9/8/2008
706,18600,3830,NYSEARCA:RYE,NYSEARCA:XES,NYSEARCA:JKH,NYSEARCA:FVL,,,,0.66534234,0.118790287,0.044901072,0.170966302,,,,27/5/2009
707,18300,200,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:XLB,,,,0.356000634,0.448274966,0.171078966,0.024645433,,,,10/11/2008
708,17300,1030,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:IGV,,,,,0.590555991,0.328304136,0.081139873,,,,,20/4/2008
709,2100,200,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:IYM,,,,0.205141132,0.327116474,0.18006716,0.287675234,,,,6/5/2009
710,10800,1300,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:IGV,,,,0.55801145,0.240681433,0.081048203,0.120258913,,,,13/2/2008
711,13000,710,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:RYH,,,,,0.571977278,0.229740325,0.198282396,,,,,11/11/2008
712,7300,240,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:PPA,NYSEARCA:RYH,,,0.393784171,0.411418703,0.101633131,0.034753566,0.058410428,,,12/6/2009
713,10700,1670,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:IGV,,,,,0.460016606,0.467111473,0.07287192,,,,,11/5/2009
714,1500,290,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGM,,,,,0.664628944,0.277491868,0.057879189,,,,,18/5/2008
715,14100,3220,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXI,NYSEARCA:IYM,,,0.382613748,0.20017059,0.038057467,0.10742558,0.271732615,,,31/5/2008
716,3700,580,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGM,,,0.425230174,0.302589752,0.128014538,0.050489907,0.093675629,,,6/3/2008
717,10000,290,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:FVL,,,,0.443079277,0.519825813,0.034612779,0.002482131,,,,30/6/2008
718,12200,3520,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:VAW,,,,0.292745448,0.217258369,0.154073331,0.335922852,,,,7/3/2009
719,11800,2570,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:IGV,,,,,0.530181248,0.353792068,0.116026684,,,,,24/11/2008
720,1400,280,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:IGV,,,0.554273877,0.213440571,0.050212105,0.0815364,0.100537047,,,22/5/2009
721,5400,1580,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:EVX,NYSEARCA:IGM,,,0.388184043,0.245215169,0.218985301,0.023061789,0.124553697,,,8/10/2008
722,14200,760,NYSEARCA:RYE,NYSEARCA:VDE,NYSEARCA:IHF,,,,,0.695338347,0.16716402,0.137497632,,,,,14/8/2008
723,18000,3260,NYSEARCA:RYE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:FVL,,,,0.719011587,0.056392895,0.033418269,0.191177249,,,,1/10/2008
724,18700,1650,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:IGM,,,0.570994338,0.257084978,0.030805985,0.004410289,0.136704411,,,29/4/2009
725,9800,380,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:PXI,,,,0.200788595,0.104998916,0.04467647,0.649536019,,,,23/7/2008
726,15600,430,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:IYM,,,,0.287784107,0.066796136,0.36346708,0.281952677,,,,2/10/2008
727,5000,510,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:EWC,,,0.181495034,0.306910131,0.072033804,0.036294971,0.403266059,,,7/8/2008
728,13200,1160,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:EVX,NYSEARCA:IGM,,,0.479210032,0.269340143,0.07942517,0.025125554,0.146899101,,,3/3/2008
729,9200,360,NYSEARCA:RYE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:IGV,,,0.613812403,0.197075597,0.051524571,0.019879373,0.117708054,,,10/9/2008
730,14800,4310,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:EVX,,,0.222250271,0.47755146,0.073886697,0.110056694,0.116254878,,,16/5/2008
731,10000,1190,NYSEARCA:XOP,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:PPA,NYSEARCA:RYH,,,0.697168415,0.127435604,0.031623672,0.066947093,0.076825217,,,28/3/2008
732,10700,540,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:PYZ,,,,0.523711877,0.12302416,0.129061352,0.224202611,,,,25/9/2008
733,14200,3370,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IGM,,,0.458959465,0.04360033,0.206475316,0.23499532,0.055969569,,,16/5/2009
734,8300,1160,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGM,,,0.41243364,0.400221527,0.024182531,0.051125509,0.112036793,,,10/6/2009
735,11100,2080,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:EWC,NYSEARCA:FVL,,,0.533242603,0.214891215,0.004536502,0.165731348,0.081598332,,,30/1/2009
736,1500,290,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:IYM,NYSEARCA:JKH,,,,0.50886694,0.228765981,0.032194124,0.230172955,,,,3/11/2008
737,19200,5630,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:IYM,,,0.094208973,0.381927205,0.245561529,0.001531775,0.276770518,,,16/12/2008
738,900,110,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:FVL,NYSEARCA:IGM,,,0.49951244,0.135098733,0.187384581,0.083558164,0.09444608,,,8/12/2008
739,13600,2810,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:XLB,,,,0.416573005,0.329063383,0.019151687,0.235211925,,,,17/9/2008
740,15300,3720,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:IGV,,,,0.641937737,0.129939668,0.142522312,0.085600283,,,,14/9/2008
741,2500,110,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:PPA,,,,0.584302237,0.038380026,0.177116678,0.20020106,,,,9/5/2009
742,13700,1300,NYSEARCA:XOP,NYSEARCA:PXI,NYSEARCA:JKH,,,,,0.717188754,0.174915717,0.107895529,,,,,19/8/2008
743,14000,2090,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:IHF,,,0.208496777,0.395291029,0.086746057,0.091188697,0.218277439,,,13/3/2009
744,16200,3190,NYSEARCA:IEO,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:FVL,,,0.591569465,0.043684265,0.017396596,0.209062282,0.138287392,,,29/6/2008
745,7300,1190,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:JKH,,,,0.556217274,0.086760135,0.19180191,0.165220681,,,,10/6/2009
746,4600,530,NYSEARCA:IEO,NYSEARCA:IYE,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.754184518,0.04685958,0.069551025,0.129404877,,,,18/7/2008
747,11500,1400,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:VOT,,,,0.472966447,0.142537877,0.202303128,0.182192549,,,,20/5/2008
748,7600,370,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:ITA,NYSEARCA:XME,,,,0.515045047,0.16537015,0.245669875,0.073914928,,,,23/5/2009
749,6300,1850,NYSEARCA:RYE,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:IHF,,,,0.66229932,0.047963095,0.116271333,0.173466252,,,,9/7/2008
750,19200,2060,NYSEARCA:RYE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:RYH,,,0.591172399,0.122267701,0.119978916,0.074847854,0.091733129,,,18/11/2008
751,16400,3600,NYSEARCA:XES,NYSEARCA:ITA,NYSEARCA:XME,NYSEARCA:IHF,,,,0.507147364,0.313369658,0.131173946,0.048309032,,,,11/6/2009
752,8000,2260,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,0.620250898,0.17600511,0.010333892,0.060292083,0.133118018,,,4/10/2008
753,13500,1760,NYSEARCA:IYE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:IYM,,,,0.722638019,0.100679047,0.017994792,0.158688142,,,,3/9/2008
754,12400,2290,NYSEARCA:IEZ,NYSEARCA:IHI,NYSEARCA:PTH,,,,,0.656701728,0.312814142,0.03048413,,,,,6/2/2008
755,18600,2390,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,0.593461127,0.188203137,0.070827954,0.105981378,0.041526405,,,28/7/2008
756,5200,120,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:PPA,NYSEARCA:RYH,,,0.434734001,0.425689004,0.101521075,0.030449087,0.007606834,,,7/5/2008
757,11800,760,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:EVX,,,,,0.814056456,0.17320155,0.012741994,,,,,8/12/2008
758,900,190,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:IGV,,,0.461325185,0.377641473,0.01762534,0.115010717,0.028397286,,,13/12/2008
759,6400,820,NYSEARCA:PXJ,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:JKH,,,,0.501650198,0.243009439,0.067363386,0.187976978,,,,9/6/2008
760,2600,530,NYSEARCA:IEO,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:FVL,,,0.679692502,0.069632658,0.002417993,0.161339637,0.08691721,,,26/9/2008
761,11100,2420,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:IYM,,,,0.417908951,0.19359553,0.035017546,0.353477973,,,,26/1/2008
762,14200,510,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:XME,,,,0.361913716,0.32953954,0.283893894,0.02465285,,,,3/4/2009
763,3700,120,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:PPA,,,,,0.522904388,0.256313126,0.220782486,,,,,27/6/2008
764,2700,300,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:PXI,NYSEARCA:XLB,,,0.451286962,0.246018232,0.062612554,0.085149492,0.15493276,,,6/7/2008
765,18500,710,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:IHF,,,,,0.678890624,0.185065317,0.13604406,,,,,8/8/2008
766,12800,920,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXI,NYSEARCA:VAW,,,0.478558432,0.102122877,0.103294851,0.067134083,0.248889757,,,2/2/2009
767,3400,950,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:EVX,,,,0.65518163,0.200951782,0.114809618,0.02905697,,,,17/2/2009
768,5100,410,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:IGV,,,,0.635605371,0.00750941,0.194655912,0.162229307,,,,19/5/2009
769,600,150,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PPA,NYSEARCA:RYH,,,0.441951014,0.285209486,0.111281282,0.085025444,0.076532774,,,1/5/2009
770,10800,2550,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:VOT,,,0.511873682,0.213882711,0.227504284,0.018402532,0.028336791,,,27/2/2009
771,3800,390,NYSEARCA:XOP,NYSEARCA:XLE,NYSEARCA:IYM,NYSEARCA:IGM,,,,0.702321951,0.018163616,0.221925453,0.05758898,,,,22/3/2009
772,19900,4620,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:EWC,,,,,0.255334566,0.328281979,0.416383455,,,,,1/2/2009
773,4100,220,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:IGV,,,0.472790147,0.236154741,0.205184857,0.013993259,0.071876997,,,1/7/2008
774,10000,210,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:IHI,,,,,0.488472563,0.311303352,0.200224085,,,,,31/10/2008
775,13900,2470,NYSEARCA:PXE,NYSEARCA:XBI,NYSEARCA:XLE,,,,,0.692938465,0.195076132,0.111985403,,,,,27/7/2008
776,13100,3360,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PYZ,,,0.409844753,0.015872449,0.150560811,0.122093924,0.301628062,,,24/3/2008
777,17200,1400,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:FVL,NYSEARCA:IGM,,,0.695994299,0.053356852,0.035970487,0.088365074,0.126313289,,,3/2/2009
778,19400,2030,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:ITA,NYSEARCA:IHI,,,,0.467961172,0.133383781,0.324441573,0.074213474,,,,5/11/2008
779,3600,310,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:PYZ,,,,,0.587577674,0.022628773,0.389793553,,,,,4/3/2008
780,12600,2400,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:VAW,,,,0.128471784,0.401484147,0.226602627,0.243441442,,,,31/5/2008
781,7200,1310,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:EVX,,,0.643549223,0.112994343,0.139562038,0.068995661,0.034898734,,,13/9/2008
782,1600,190,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.391996927,0.389062569,0.068850934,0.150089569,,,,10/2/2008
783,3600,740,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:EVX,NYSEARCA:IGV,,,,0.543126301,0.318318091,0.021625896,0.116929711,,,,26/5/2009
784,15300,120,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:PTH,,,0.440751335,0.290980202,0.052254779,0.026065973,0.18994771,,,25/8/2008
785,15200,2380,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:IGM,,,,0.445540452,0.167712993,0.167282171,0.219464384,,,,21/9/2008
786,6100,1420,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:VOT,,,,,0.729382692,0.060237942,0.210379367,,,,,4/5/2009
787,10200,780,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:IHI,NYSEARCA:XME,NYSEARCA:IHF,,0.416451334,0.084944096,0.149608619,0.063158984,0.104943422,0.180893545,,17/2/2008
788,10700,2260,NYSEARCA:XES,NYSEARCA:PYZ,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGM,,,0.715156051,0.051870117,0.126174842,0.04766305,0.05913594,,,9/12/2008
789,4900,400,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:IGM,,,,0.593919251,0.247543884,0.045759413,0.112777452,,,,17/9/2008
790,14900,2790,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XME,NYSEARCA:PPA,NYSEARCA:RYH,,,0.5032747,0.292053719,0.087908122,0.030779401,0.085984057,,,13/10/2008
791,7700,280,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:IYM,,0.279510049,0.169657713,0.069063481,0.01058407,0.068505902,0.402678785,,7/3/2009
792,12900,1800,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:EVX,,,,0.454566666,0.238983836,0.228433758,0.078015741,,,,18/4/2009
793,1500,160,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XLB,,,,,0.446415088,0.414136646,0.139448266,,,,,3/8/2008
794,15800,280,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:IGM,,,,0.777798076,0.098283627,0.103509637,0.02040866,,,,8/6/2009
795,15200,1650,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:PPA,,0.463746127,0.059334024,0.233219284,0.009751296,0.045259649,0.18868962,,11/4/2008
796,2500,540,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:EVX,,,,0.510958547,0.321550683,0.010529795,0.156960976,,,,9/3/2008
797,7700,560,NYSEARCA:PXE,NYSEARCA:XLE,NYSEARCA:PYZ,,,,,0.828884691,0.015744753,0.155370556,,,,,1/11/2008
798,19100,820,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:PPA,,,,0.43691542,0.332936686,0.024464717,0.205683178,,,,15/12/2008
799,5000,1070,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:JKH,,,0.512356353,0.281584396,0.020305916,0.017700394,0.16805294,,,4/5/2009
800,8500,680,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:VAW,,,,0.65772278,0.113051932,0.18069374,0.048531548,,,,9/4/2008
801,4700,710,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:FVL,,,0.513896829,0.22372736,0.095387723,0.078300696,0.088687391,,,13/10/2008
802,13200,1790,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:IGM,,,0.434283328,0.311651832,0.015066577,0.12852331,0.110474954,,,20/4/2009
803,5700,830,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:IGV,,,,0.588645892,0.159481628,0.14397308,0.107899399,,,,2/4/2009
804,6800,600,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYM,NYSEARCA:VOT,,,,0.67404277,0.062148635,0.095532252,0.168276342,,,,25/9/2008
805,7500,1570,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:RYH,,,0.394600184,0.325096942,0.059678911,0.079964353,0.14065961,,,8/7/2008
806,19200,1000,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:IGM,,,0.44101496,0.262298789,0.110581407,0.016431031,0.169673815,,,27/3/2008
807,5300,1480,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:PYZ,NYSEARCA:VOT,,,0.467165776,0.241698889,0.141880904,0.004880499,0.144373932,,,27/4/2008
808,2100,600,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:IHI,NYSEARCA:IHF,,,,0.297173285,0.502553241,0.018140841,0.182132633,,,,6/5/2009
809,14800,2770,NYSEARCA:RYE,NYSEARCA:XME,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.755599129,0.077025301,0.029149038,0.138226531,,,,19/7/2008
810,1400,370,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:IHF,,,,,0.64664795,0.235060367,0.118291684,,,,,26/3/2008
811,7000,1090,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:IGM,,,,0.488259286,0.337265407,0.114676645,0.059798662,,,,12/3/2008
812,4500,380,NYSEARCA:RYE,NYSEARCA:IYM,NYSEARCA:IGV,,,,,0.769073253,0.126575027,0.10435172,,,,,19/5/2008
813,16600,2180,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PYZ,,,,,0.540626945,0.16253744,0.296835615,,,,,17/1/2009
814,8600,1830,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:IGV,,,0.643133993,0.133218918,0.124922147,0.02313644,0.075588502,,,14/4/2008
815,13000,2350,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:EVX,,,,,0.517743759,0.326526939,0.155729302,,,,,17/12/2008
816,8700,1020,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:VOT,,,0.260354558,0.177315846,0.356996271,0.12270704,0.082626285,,,25/2/2009
817,10800,2220,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:EWC,NYSEARCA:VOT,,,,0.339447581,0.250180551,0.375387093,0.034984775,,,,24/3/2008
818,3100,690,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:PPA,NYSEARCA:RYH,,,,0.685300839,0.15914357,0.054521921,0.101033671,,,,25/6/2008
819,19000,1320,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:JKH,,,0.428949234,0.276033852,0.140379585,0.021054744,0.133582585,,,13/4/2008
820,9600,1190,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:EVX,,,0.431716991,0.418642417,0.040094755,0.084673687,0.02487215,,,19/4/2008
821,15900,4360,NYSEARCA:IEO,NYSEARCA:PXJ,NYSEARCA:PXI,NYSEARCA:VAW,,,,0.608881347,0.014934454,0.115495077,0.260689123,,,,18/7/2008
822,12400,930,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:VOT,,,0.440960269,0.160038344,0.049237881,0.226798051,0.122965455,,,24/7/2008
823,6800,790,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXI,NYSEARCA:VAW,,,0.132916478,0.385540637,0.157508608,0.105555306,0.218478971,,,24/3/2009
824,12000,2540,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:IGV,,,0.495090309,0.241474125,0.076302084,0.014847589,0.172285893,,,5/7/2008
825,3700,590,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:VOT,,,0.202606586,0.556433134,0.019182886,0.172545674,0.049231721,,,9/4/2008
826,1300,190,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:PPA,,,,,0.522986822,0.143649703,0.333363475,,,,,20/12/2008
827,18200,1060,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:EVX,,,0.438195294,0.181969778,0.211225033,0.003149386,0.165460508,,,6/5/2008
828,900,230,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:IHI,NYSEARCA:XME,,,,0.402380322,0.344972891,0.208863418,0.043783368,,,,1/1/2008
829,12300,1260,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:JKH,,,0.57767469,0.189607258,0.015722526,0.132320831,0.084674696,,,14/1/2008
830,11900,2750,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:IHI,NYSEARCA:XME,NYSEARCA:IHF,,,0.275625444,0.368949464,0.014065776,0.154608762,0.186750554,,,11/1/2009
831,5000,360,NYSEARCA:IEZ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:VAW,,,,0.497105833,0.014504193,0.046590793,0.441799182,,,,26/6/2009
832,16700,3550,NYSEARCA:XOP,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGV,,,,0.72783285,0.097430838,0.06821452,0.106521793,,,,14/7/2008
833,14100,1360,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:FVL,NYSEARCA:IGM,,,,0.554889765,0.379155978,0.045749293,0.020204964,,,,11/5/2008
834,13100,3320,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:FVL,NYSEARCA:IGV,,,0.629576018,0.027411468,0.132990415,0.010707533,0.199314567,,,31/7/2008
835,6600,1630,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:IGV,,,,0.566331514,0.027869918,0.318988768,0.086809799,,,,20/9/2008
836,1600,390,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:RYH,,,,0.419939208,0.242306024,0.136069545,0.201685224,,,,21/9/2008
837,15800,4480,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,0.52992168,0.179197481,0.042862292,0.15831551,0.089703037,,,11/6/2008
838,4900,960,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:EVX,NYSEARCA:IGM,,,0.413089096,0.309300112,0.082937084,0.070128281,0.124545427,,,17/3/2009
839,13600,3280,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:PYZ,,,,0.146453965,0.358961762,0.270063684,0.22452059,,,,27/8/2008
840,15500,1140,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:EVX,,,,0.512711104,0.217854828,0.153976358,0.11545771,,,,23/3/2008
841,18900,2850,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:IGV,,,,,0.521673653,0.28831586,0.190010487,,,,,27/3/2008
842,13900,2830,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IHI,NYSEARCA:PTH,,,,0.416087018,0.312396823,0.227281651,0.044234509,,,,17/5/2008
843,9800,210,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XLB,,,0.365978396,0.08072746,0.144923135,0.261376389,0.14699462,,,24/5/2009
844,12400,1480,NYSEARCA:RYE,NYSEARCA:PXI,NYSEARCA:VOT,,,,,0.736582914,0.144990703,0.118426383,,,,,11/7/2008
845,16100,1620,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:VAW,,,0.431992841,0.256616722,0.001551593,0.173171483,0.136667361,,,14/5/2009
